text	pred_label	true_label
That package represents the first phase of formal public consultations on how best to put our plans into practice.	WAGES	not_statement
Strikes have a profound effect on other members of society	GENERAL	 which is why it is appropriate to put in place a reasonable threshold before strike action can be taken. For example
Schedule A1 is to take the place of the regulation-making power in proposed new section 27BW of the 1996 Act which is removed by amendment 48.	not_statement	not_statement
I know from first-hand experience the amazing work that trade unions do in representing their members in the workplace.	not_statement	STRIKE
Nadia Whittome (Nottingham East) (Lab) Will the Secretary of State give way?	not_statement	not_statement
We have a Government who talk about growth but legislate to destroy it.	GENERAL	GENERAL
New clause 34 will therefore double the protective award an employment tribunal can make from 90 to 180 days.	SECURITY	not_statement
The reality is this: after 12 years of a Tory Government, minimum safety no longer exists in our NHS.	STRIKE	not_statement
and many others now facing the prospect of losing their job as deeper cuts to the public sector continue to bite.	not_statement	STATUS
The Bill is an attack on our civil liberties and our human rights. As such, it does not deserve a Second Reading.	GENERAL	GENERAL
Let me move on to thresholds. The whole point of strikes is to cause disruption, but the impact of industrial action on ordinary people�often the very working people whom unions were created to support�is such that it should ever be used only as a last resort. It should be taken only after the explicit backing of a majority of members. That is why this Bill sets a minimum turnout of 50% for industrial action ballots. If 1,000 union members are being asked to participate in a strike, at least 500 of them must vote for the ballot to be valid.	STRIKE	STRIKE
Will the Business Secretary of State leave it there, or will he just go for broke and ban all key workers from joining a union at all?	not_statement	not_statement
The Government are steadfastly committed to delivering our manifesto commitment to halving violence against women and girls, and we will publish a cross-Government strategy shortly.	not_statement	not_statement
(7) Regulations under this section must be made no later than twelve months after the passage of this Act.	not_statement	not_statement
None of them wanted to see anyone lose their lives because of their action, which was their last resort.	STRIKE	not_statement
Joanna Cherry (Edinburgh South West) (SNP) Can the Secretary of State help me with this?	not_statement	not_statement
If they cannot, it shows that they are not serious about economic growth and, more tellingly, that they do not intend to use the powers in part 4 of the Bill to achieve growth or international economic competitiveness, because they do not intend to exercise them in a way that is compatible with those objectives.	GENERAL	GENERAL
From talking to so many employers, particularly in the public sector, I know how they struggle to implement the current legislation on industrial ballots. One employer has 250 workplaces and has to know the jobs taking place in them and the grades involved. Obviously, as they do not know where their staff are, they struggle with the legislation.	STRIKE	GENERAL
(2) The first annual report under this section must be laid before each House of Parliament within three months of the passing of this Act.	not_statement	not_statement
Every single small business that I have talked to in my constituency is very concerned about the measures in this—	STRIKE	GENERAL
By my counting, there were 10 Acts between 1980 and 1996 that attacked the trade unions. The coalition Government, much to their shame, tied in a further assault on trade unions with the issue of trust in politics in the Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Act 2014.	GENERAL	GENERAL
This amendment is linked to amendment 278.	not_statement	not_statement
Our rights were not handed down from above, they were fought for tooth and nail, often against Conservative Governments. Government Members should be aware that those rights will not be given up easily. If the Government continue with their authoritarian plan to abuse their time in office by attacking our democratic rights, they would be wise to remember that for every action there is a reaction.	GENERAL	GENERAL
”  This new clause requires the Secretary of State to assess the impact of the provisions of Clause 21 and Schedule 2.	not_statement	not_statement
New clause 7—Protected paternity or parental partner leave—  “(1) Within six months of the passage of this Act, the Secretary of State must consult on the introduction of protected paternity or parental partner leave for all employees.	not_statement	not_statement
The Bill politicises the role and, to the trade union side, appears to put the certification officer on one side of the divide, rather than keeping them as a neutral arbiter.	GENERAL	GENERAL
As a former council leader, I know from experience that the role of trade unions has been nothing but positive and constructive, especially during this time of massive cuts in local government.	GENERAL	GENERAL
Labour would have resolved these disputes a long time ago, by getting back around the negotiating table in good faith and doing a deal.	not_statement	not_statement
””  This new clause would slightly extend the circumstances in which an employee is considered as unfairly dismissed after making a protected disclosure.	not_statement	not_statement
The last thing that the workers want to do is to go on strike, but when they have genuine, reasonable and pressing demands over such essential issues such as job losses, safety problems and pay, and those demands are swept to one side, as they often are, with little or no negotiation, they have no alternative but to take industrial action. To blame and penalise them and not bad management, as the Tory party and its pals in the media automatically do, is a total charade.	STRIKE	STRIKE
Working people are facing the largest fall in living standards in a generation.	GENERAL	not_statement
Clause 2, which introduces a 50% turnout requirement to authorise a ballot, has significant implications. It goes against the British value of common sense and fair play. No other part of the constitutional settlement or democratic engagement requires that threshold.	GENERAL	STRIKE
(3E) In subsection (2)(f) and subsections (3A) and (3B), a reference to the workplace includes remote and hybrid work environments.	not_statement	not_statement
I turn to amendment 286 and new clause 86 on unfair dismissal and business confidence. The Government’s proposal to grant employees the right to claim unfair dismissal from day one is another reckless intervention, and one that is raised with me by small businesses day in, day out.	not_statement	SECURITY
It will achieve that by amending existing legislation, the Trade Union and Labour Relations Concili —[Hon.	STRIKE	not_statement
The trade union movement in the UK	GENERAL	 independent of the Labour party and with the Labour party
They seem to miss the point that if unions cannot ballot legally, they lose the opportunity for leadership to hold the pressure cooker together and to conduct disputes in a civilised way with the employer. To lose or discourage that is asking for the kind of wildcat action mentioned by the hon. Member for Uxbridge and South Ruislip.	STRIKE	STRIKE
The public have seen 13 years of Conservative failure.	not_statement	not_statement
(3) The Secretary of State may by regulations make provision for some or all of a period of kinship care leave to be paid.	not_statement	not_statement
In truth, the Bill is a smokescreen to divert attention away from the Government�s policies of austerity and to limit the response of working people to object to the assault on their pay, pensions and working conditions.	WAGES	WAGES
An employee with weekly earnings of £125 would at present get £116<prd>75, but under the new model, they would receive only £100.	not_statement	not_statement
Is that what the modern Labour party stands for—closing down our schools, bringing our country to a standstill and threatening livelihoods?	STRIKE	not_statement
New clause 81—Modern slavery in UK workplaces: review—  “(1) The Secretary of State must conduct a review of—  (a) the extent to which employees in UK workplaces are subject to modern slavery as a result of the actions of their employer, and  (b) the effectiveness of employment rights in preventing modern slavery in UK workplaces.	STATUS	not_statement
”  This new clause requires the Secretary of State to assess the impact of the provisions in Clauses 18.	not_statement	not_statement
I do not think that when people have unfair dismissal rights a little bit sooner, they will all be rushing to employment tribunals the moment that something goes slightly wrong in their workplace. What most people want to do every morning is get up, go to work, do a decent job, get paid for it and go home.	STRIKE	SECURITY
332, (Consolidation) Act 1992.	not_statement	not_statement
” The Secretary of State should reflect on the true position of this proposed legislation compared with what is happening in Europe.	not_statement	not_statement
I wish to ask the Government to ensure that they always look to keep legislation and measures open and under review, so that we can continue to uphold standards to protect the public going about their daily lives.	STRIKE	STRIKE
Those prices going up throughout the rest of the world, including here, has also pushed up wage claims. But I do not think we should get into a 1970s spiral, where we end up with higher wage claims and higher wage settlements, with higher wage claims and inflation continuing for ever. That is a cycle we must break.	WAGES	WAGES
In the current dispute on the railways, Network Rail and the train operating companies have a degree of flexibility in making decisions on which lines and stations will be open.	STRIKE	not_statement
Not only are British public service workers seeing their pay declining or their jobs cut, they are now told that they cannot speak up about it.	STRIKE	not_statement
This amendment applies the provisions for collective redundancy notices for ships’ crew to ships providing a service entering a harbour in Great Britain on at least 52 occasions in the relevant period.	not_statement	not_statement
Just outside my constituency, but affecting many of my constituents directly, more than 500 Oscar Meyer workers are striking against the company’s appalling use of the practice. By creating a new right to claim automatic unfair dismissal if someone is reemployed on varied terms to carry out the same duties, the Bill takes a vital step towards dignifying employees with security and autonomy.	GENERAL	STRIKE
Paul Holmes (Eastleigh) (Con) I would like to try again on this, because the right hon<prd> Lady aspires to be Deputy Prime Minister and wants to negotiate with the unions in future.	not_statement	not_statement
I completely reject those comments. There is nothing in this Bill that is offensive: it is a moderate Bill that is attempting to balance the rights�[Interruption.] Absolutely, it is a moderate Bill that is balancing the right to strike with the rights of people who are trying to earn a living in difficult circumstances, and trying to get to work or go about their daily business.	STRIKE	STRIKE
Today’s amendments will set the rate of statutory sick pay at 80% of an employee’s normal weekly earnings or the flat rate—whichever is lower.	not_statement	not_statement
Saqib Bhatti (Meriden) (Con) Last week, during my weekly surgery, a constituent asked me why the Labour party was too scared to ask its trade union colleagues to come to the table and negotiate a peaceful resolution—[Interruption.	not_statement	not_statement
