text,concept
"Paradoxically, the Bill might result in more working days lost to industrial action and a failure to address the pressing economic challenge of improving productivity. In a modern economy, surely the most appropriate approach is collaboration rather than confrontation.
",ECONOMIC
"The ability of Nissan to win the internal competition to build the new Juke earlier this month is testimony to continuous improvement, a drive towards efficiency and constantly rising quality levels, which are possible only through effective collaboration between management and unions.
",RELATE
"The Bill pushes us towards a more adversarial relationship between management and the workforce. Does the Minister really think that deals such as those done on behalf of  the UK economy with GM or Nissan will be made easier through this Bill when its provisions lend themselves to mutual suspicion, acrimony, work-to-rule and more disruptive industrial relations? The ability of this country to land more inward investment is compromised through the Bill.",RELATE
" Under clause 6, the Bill imposes such burdensome regulation that it puts the EU banana straightening compliance team to shame. The extension of the roles and powers of the certification officer will impose additional administrative and financial pressures on unions. There will be a reporting requirement as to whether industrial action took place in the past 12 months, the nature of the dispute and the action that was taken.",AUTONOMY
There is also something sinister about the stateís collecting information on what might be private disputes between the employer and workforce that could be resolved relatively early in the negotiation process.,AUTONOMY
"In an economy that is becoming increasingly characterised by unequal, low-skilled and insecure employment with workers employed in small companies or often categorised as self-employed, the challenge of collective bargaining and how unions can work to play a positive role should be considered and encouraged, yet this petty and vindictive Bill does nothing to deal with that. ",COLLECTIVE
"I welcome many of the provisions in the Bill, which brings some much-needed modernisation and a little common sense back into trade union law.",REPLIC
"As we continue to rebalance the economy and reform the public sector, we cannot leave trade union law unreformed if we are to continue to compete in the global economy. The measures proposed today are both reasonable and moderate and will enhance our economic competitiveness while protecting the essential rights of trade union members.",ECONOMIC
" There is no greater engagement than deciding whether to go to work on a Monday morning or not, so if the unionís cause is strong enough, meeting the turnout threshold should not pose a problem.",RIGHTS
"The Labour party and union bosses are now effectively as one, and the Public and Commercial Services Union general secretary, Mark Serwotka, has said:

ìWe have the ability to stop austerity in its tracks, to topple this government and to ensure we get a fairer society.î

Those comments serve only to fuel concerns that union leaders, emboldened and unchallenged by the Labour party, will seek to use their members as pawns in some sort of cynical political power struggle.",POLIT
"according to the Office for National Statistics, 3 million working days have been lost in the past five years due to labour disputes, more than 80% in the public sector. That is simply unfair on the hard-working taxpayer, so, on their behalf, I welcome clause 2",ECONOMIC
"Does my hon. Friend agree that it is a bit of a cheek for the right hon. Member for Kingston upon Hull West and Hessle (Alan Johnson) to question the constitutional propriety of the Bill, which has an election mandate behind it from the election four months ago, whereas, under the previous Labour Government, the unions effectively bought policy through the Warwick I and Warwick II agreements in exchange for large amounts of funding for the Labour party?",POLIT
"Other sensible measures in the Bill are clauses 7 and 8, which set an expiry date on industrial action ballot mandates and extend the notice period that unions must give employers from seven to 14 days. The latter will give more time to reach settlements, which can only be a good thing for all parties concerned, while giving those adversely affected, such as commuters and parents, time to make other arrangements, whereas the former is a common-sense measure given the present situation of having effectively rolling mandates that can last for years and might be ongoing long after the members who originally voted for them have left employment.
",REPLIC
"There is, however, an issue of intimidation in the trade union movement. One needs only to think back to the incident with Unite officials at the Grangemouth oil refinery in 2013, in which a mob was sent to protest outside a family home with banners, flags and a giant inflatable rat, which led to a country pub and even a charity fun run being disrupted.",PHYSICAL
 my simple question is: why not deal with that through a general anti-intimidation law rather than a specific union law?,CREATE
"That incident was linked to a Labour party candidate selection row and was perpetrated by union officials. That serves only to highlight how intimidation tactics have recently been employed by a limited number of trade union activists, and those tactics have no place in this country, as my right hon. Friend the Member for Haltemprice and Howden (Mr Davis) agrees.
",PHYSICAL
" I see no reason, other than self-interest, why there should be any objections to the notion of opting in to pay towards a political fund.",POLIT
"Clause 10 will make the act of political donation one of free will, and I see no reason other than self-interest why it should not be supported.",POLIT
"I turn next to clause 12 and the issue of facility time. I believe that in an increasingly transparent world, with the publication by public bodies of items of expenditure over £500, it is only right that trade union activity, effectively subsidised by the taxpayers, is subject to the same scrutiny, particularly at a time of reduced budgets.",COMPL
"I welcome the enhancement of the role of the certification officer, and it is again a common-sense reform for officers to be able to act on information or concerns they have received from a third party. In addition, I welcome the fact that they have specific investigatory powers to regulate trade unions in order to make this legislation workable.",REPLIC
"In conclusion, I have been lobbied at great length regarding this Bill, but on close analysis I believe it to be both proportionate and necessary. Trade union members have the right to be protected from being exploited not only by their employer, but by their union bosses who seek to use them to further their own political aims.",POLIT
"Given the make-up of the Labour leadership team, this Bill is vital to protect the rights of all working people who seek to go to work, to raise their family and to contribute to this country, free of politically motivated strikes, unnecessary disruption and threats from union officials to topple a democratically elected Government enacting the mandate given to them by the British people as recently as this May. I am therefore happy to endorse the Bill as another step forward to greater economic prosperity for this country.",ECONOMIC
"It has been said many times that this Bill attacks trade unions rather than work with them. In my trade union work, I always found that I could work with the manager. We would have arguments many times, but we came up with an agreement in the end.

We have heard about wildcat strikes, but I am afraid that this Bill might bring them back big style. Once unions are shackled through the ballots and the thresholds, there could be more wildcat strikes, which are worse than organised strikes.",RELATE
"The check-off, the paying-in or the opt-out of the political levy is another issue. That has annoyed me more than anything. The hypocrisy of this Government in trying to stop trade unions paying into the political levy is obvious. The political levy goes not just to the Labour party but to a lot of organisations. It could be asked why the Government are doing this. Perhaps they are trying to stop trade unionists putting money into Labour, perhaps they want to crush the party by stopping its money.",POLIT
"A trade union should be, I believe, a body that concerns itself with the rights and welfare of its members. It should be an organisation that strives to improve the working lives of people. It should always seek to work in partnership with employers, engaging in constructive dialogue and discussion. What a trade union should not be is a deliberately destructive force, seeking to hold back the economy of the country and unduly inconvenience, oróworse stillóendanger other members of society.",ECONOMIC
" Let me be clear: the withdrawal of labour is a fundamental right, but it is a right that must be tempered with responsibility.",RIGHTS
"The Bill contains a number of sensible measures: for example, the expiry of the mandate to strike four months after the date of the ballot, and the prevention of the unacceptable scenario of union bosses using ballots, sometimes years old, to call strikes when the issues at hand, and crucially the opinions of workers, might since have shifted.",REPLIC
"Also the two-week notice period for employers is welcome, so that proper planning can take place.",REPLIC
"Furthermore, I support the Governmentís view that the political contributions of union members should constitute an act of free will, which is not the case under the current arrangements.",ADEQ
"My first reservation about the Billóand I am grateful for the Ministerís consideration of itóconcerns ìfacility timeî, which clause 12(8) defines as paid time in which union representatives can undertake unions duties and activities. I am concerned about the fact that ìfacility timeî conflates trade union ìdutiesî and trade union ìactivitiesî. It should be clear that such time should not  be used for political activities such as the organisation of strikes and political lobbying, but should meet the genuine need for union representatives to be involved in important HR issues between individual union members and employers.
",COLLECTIVE
"I suggest to the Minister that seeking to reduce ìfacility timeî by publicising it, which does not take account of its exact nature, poses a risk that genuine HR matters may be unfairly neglected. I think that the Bill should clarify the position by making a subtle but important distinction between the sub-types of facility time, which should be carried through to the point of publication that the Bill stipulates. Such a clarification would surely be in line with the spirit of a measure that is, after all, designed to promote transparency and public scrutiny of ìfacility timeî.",REPLIC
"Surely transparency can only be enhanced by the introduction of an additional layer of detail, rather than the conflation which I fear could arise from the Billís current wording.
",REPLIC
"My second concern relates to the possibility of the use of agency workers to cover striking workers. I agree with every word that was said about it by my hon. Friend the Member for Elmet and Rothwell (Alec Shelbrooke), and I urge the Government not to go down that path.",REPLIC
"We must show ourselves to be reasonable, responsible and, above all, relevant to the needs of the country. Yes, that means reform of the trade unions, but we must be careful not to be seen to erode fundamental rights and liberties of workers who are the foundation of our economy. We must look at measures objectively, and not risk fighting the battles of the past.",RIGHTS
"This piece of proposed legislation is not really about picket lines, armbands and social media. In my view, it represents a savage industrial provocation that is rarely seen or experienced in any modern democracy. These measures are simply headline-catching bolt-ons, designed, like the proverbial three-card trick, to distractóin a very Tory traditionóthose who show an interest from the true meaning of the legislation. Quite simply, the Bill seeks to crush the last vestiges of dissent against an increasingly authoritarian right-wing Government.",POLIT
". And what happened to those who dared to stand up against the Tory agenda? They were gagged as a result of the Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Act 2014.",AUTONOMY
"The Bill is an affront to democracy. It is simply part 2 of that gagging Act, and goodness knows what will happen in part 3. It is designed to tie the hands and close the mouths of trade unions and their members, and to slit the throats of the parliamentary Opposition while the Tories hack their way to a state shrunken by their crass and flawed ideology. It is designed to ease through swingeing cuts in the public sector with no organised opposition, to proliferate the low-wage economy, and to help the Toriesí friends and donors to make millions on the back of a disorganised, downtrodden and low-paid work force.",JUST
"I agree with the right hon. Member for Haltemprice and Howden (Mr Davis), who said that bits of the Bill were over the topófor instance, the requirement for pickets to give their names to the police.",AUTONOMY
"As for the issue of people attending picket lines and putting on armbands, numerous Members have said that it would be far better to put on a shirt that read ìBlacklist meóI do not want further employment.î Why not put a target on the back, and then put on a big hat? And as for the issue of agency workers, I can see a problem with people on benefits who will be sanctioned if they do not agree to be bussed into places where there are disputes, and to break strikes.",AUTONOMY
"The Bill is part of a jigsaw of legislation that the Government have forced through during more than one parliamentary term. They are extending the role of the certification officer in regulating trade unions, which includes the granting of a new power to impose fines. That simply means the introduction of a new trade union tax: the unions will have to pay for the investigatory powers of the certification officer. It is ludicrous, and it is against democracy.",AUTONOMY
"I believe that the Government clearly understand that the Bill is in breach of the European convention on human rights. It is in breach of a number of European articles, and it is in breach of the International Labour Organisation convention. The Government realise that, but they believe that if they get the Bill through, appeal after appeal will mean that any decision will not be made for years to come.",LEGAL
"The Bill must be opposed. It seeks to destroy freedom of association, collective bargaining, and the right to hold a view in the workplace. It must be killed.",AUTONOMY
"This Bill does not make our trade unions weaker, in the long term it will help them be stronger by making them more transparent, more legitimate and, most of all, more democratic. The greatest danger unions in this country face is not from the legislators of this House, it is from the loss of the publicís trust.",RIGHTS
"Unions have always been powerful advocates for their membersí rights, but it is important that we find a balance between the right of union members to strike and the rights of millions of working people to access the vital public services they rely on and to go about their daily lives without disruption. When 450,000 teachers go on strike in England, more than 8 million children are affectedómillions of working families where mums or dads have to take a day off work.",BALANC
Does the hon. Gentleman agree that the use of the terms ìworking familiesî and ìworking peopleî as if people who are involved in trade unions are not good working people is offensiveójust as offensive as this Bill is?,JUST
"I completely reject those comments. There is nothing in this Bill that is offensive: it is a moderate Bill that is attempting to balance the rightsó[Interruption.] Absolutely, it is a moderate Bill that is balancing the right to strike with the rights of people who are trying to earn a living in difficult circumstances, and trying to get to work or go about their daily business.",BALANC
"Unions were created to give the weak more power against the strong, yet too often we find that strike action can hit the most vulnerable the hardest. When vital public services are put out of action, it is not well-paid corporate executives who suffer, it is someone doing less well-paid shift work, because if they cannot make it to work, they will not get paid. That is who I am thinking of when I think about the provisions in this Bill.
",BALANC
"Despite the scaremongering, this Bill does nothing to prohibit strike action. Instead it simply ensures that the right to strike is balanced with the rights of people who are affected by strikes and have no say in whether or not they will happen. It ensures that those strikes are the result of a clear and positive democratic mandate from members. To me, this balance appears reasonable, fair and necessary.
",BALANC
Does my hon. Friend agree that the context of this Bill is that it is intended to deal with the problem of a 77% increase in the loss of working days over recent times? Last year alone the number of days lost to industrial action was higher than the average of the 1990s and 2000s.,REPLIC
"I agree with my hon. Friend. In todayís world, it is important that we maintain a competitive economy and increase employment, and having trade union legislation that is updated for that modern economy is vital if trade unions are to ensure their relevance in todayís economy.",ECONOMIC
"In fact I commend the majority of unions who work successfully with the police and other authorities to ensure safe, lawful and constructive picket lines. But if those picket lines become a means to intimidate non-striking workers and impact their families, something has gone wrong. Intimidation or harassment of individuals is simply not acceptable in todayís Britain.
",AUTONOMY
"Therefore it is right that key provisions in the existing picketing code become legally binding. It is right that unions are accountable for the behaviour of their picket lines, to tackle this problem of intimidation, otherwise I fear the reprehensible actions of a fewóa tiny minorityówill undermine the lawful, peaceful reputation of the vast majority of unions and their members.",COMPL
"In sum, this Bill ensures that unions can continue to play a valuable role, doing the work they do best while operating with the transparency, fairness and democracy they need to retain the publicís confidence. This is not a Bill against trade unions, it is a moderate Bill that balances the rights of unions and people working across this country, and I commend it to the House.",BALANC
"But now the current Tory Government want to impose more restrictions, which could see local unpaid trade unionists dragged into court for all manner of reasons including placing messages on Facebook or Twitter without giving the requisite notice demanded by the Government.",RIGHTS
"The Tories have made a big thing about opposing identity cards, but now demand that trade unionists have them as well as armbands to help single them out, yet it is unclear how compliance with these and other requirements are connected to the prevention of intimidation of non-striking workers. Laws already exist which prevent that and unions must comply with a detailed statutory code of practice.",LEGAL
"Peaceful protest is an important part of an open and democratic society, and there should be no place for a law that makes criminals of people making their voices heard in this way. But the Ministerís eagerness to undermine the trades unions, and put limits on their membersí rights to freedom of expression, makes me wonder exactly what it is that he is scared of.",AUTONOMY
"Perhaps this is just a mechanism to sting the unions in the pocket and to silence the inevitable protests that will come as the Government continue to erode the rights of workers and screw down pay, particularly in the public sector.",POLIT
"The recently announced extension of pay restraint will hurt these workers for a further four years, with most having already been hit pretty hard with poorer deals on pensions,",ECONOMIC
and many others now facing the prospect of losing their job as deeper cuts to the public sector continue to bite.,ECONOMIC
The ability of workers to withdraw labour is fundamental to our democracy and I am not aware of any democracy elsewhere in the world that imposes such severe restrictions on legitimate industrial action. It is worth remembering that the UK already has one of the most regulated systems of industrial action in the world.,AUTONOMY
"The Bill dictates that industrial action, including strike action, will only be lawful if a minimum 50% turnout among those trade union members entitled to vote is achieved, while additionally requiring 40% of those members balloted to vote in favour of industrial action across what the Government term ìimportant public servicesî. This term is of great significance. The Tory manifesto, as well as the subsequent Queenís Speech briefings, stated that the 40% requirement would apply only to four ìessential public servicesî: health, fire, transport and education services. Yet the Government have now extended this list to include other sectors, such as border security, the decommissioning of nuclear installations and the management of radioactive waste.",REPLIC
"I would also welcome any clarity the Minister can provide around how he intends to escape the inevitable confusion arising when attempting to ballot a workplace where some occupations are covered by the ìimportant public servicesî provisions and others are not. Will the Minister give further details on the requirement for ìreasonably detailedî information to be provided on ballot papers? If a failure to provide such information is to be a basis for legal action by employers against workers taking industrial action, it is crucial that the House should be informed in advance of how ìreasonably detailedî is to be defined",ADEQ
"The Bill will create substantial legal and administrative costs for unions, which will be required to report annually to the certification officer on levels of industrial action and on how political funds have been used. This is on top of additional cost burdens elsewhere, should the changes to check-off procedures and facility time pass unamended.",ECONOMIC
"In relation to modernisation, the last Tory-Lib Dem Government continued the good progress made by Labour to promote e-government and all manner of new ways of doing business more efficiently. Surely our unions should be able to do likewise, with online ballots to maximise participation and ensure a clear mandate for industrial action.",REPLIC
"The Government claim to be the party of working people, but threatening the right to take industrial action tilts the balance of power in the workplace too far in favour of employers. It will mean that workers are unable to stand up for decent services and safety at work, or to defend their jobs or pay. It is clear that the Government are not interested in encouraging workplace democracy. Instead, they are attempting to prevent midwives, firefighters, teachers and cleaners from protesting  against cuts in jobs, pay and conditions. I find this unacceptable, and I very much hope that the Government will reconsider these calamitous proposals.",BALANC
"Much was achieved by the combined work of the Labour party and the trade unions in enhancing workersí rights, but Labour Members, some of whom tend to use rather over-the-top language, should recognise that things have changed quite a lot in the past 50 or 60 years.",ADEQ
"When trade unions choose to go on strike, it is often other workers who are adversely affected by the industrial action.",BALANC
"As part of that commitment to workers, we also need to think about the impact of strikes on other workers.",BALANC
"If a teachersí strike is called, it is other workers who feel the consequences. The working lives of the mums and dads are disrupted. They have to pay for alternative childcare and go through the stress and hassle of not being able to pick up their children from school and not knowing who will do so. It is right that we should balance the interests of the two groups of workers.",BALANC
"Saying that strikes are disruptive is not an argument against trade unions. They are meant to cause some kind of disruption, in order to show how strongly people feel and the lengths they are prepared to go to.",BALANC
It simply seeks to balance the interests of the workers in the trade union against those of other workers who are subjected to the effects of the strike.,BALANC
Is the hon. Gentleman aware that the chief executive of the Chartered Institute of Personnel and Development has suggested that the Bill is dealing with problems of the past and has nothing to do with the current situation?,REPLIC
"The hon. Lady might say that, but recent analysis shows that in the past four years, 3 million days have been lost to strike action. I am not content with the impact of that on my constituents. Hertsmere is close to London, and when there is a tube strike or a  train strike, my constituents are massively adversely affected.",ECONOMIC
"I am not saying that that should never happen, but the Bill will rightly set a balance in three important respects.
",BALANC
"First, the Bill states that if a strike is to be called, there will have to be a vote of at least 50% in favour of it. If the strike action is to be taken by those working in core public services, such as transport or education, four out of every 10 people in that union will have to vote in favour of it. Contrary to the assertions of Labour Members, this will not stop strikes happening. Indeed, the latest analysis shows that between 50% and 60% of strikes would still go ahead under the new legislation, but we must rebalance the interests of the workers who are trying to serve their communities with those who are going on strike.",BALANC
The second important principle relates to workers in my constituency and elsewhere who are members of trade unions but who do not necessarily share the goals of the Labour party.,POLIT
"The truth is, however, that the legislation will not make any difference. The ballots held by ASLEF and the National Union of Rail, Maritime and Transport Workers have huge turnouts, and their members are expressing legitimate concerns about safety and manning levels that many of the travelling public share. I do not know whether the hon. Gentleman has used the tube recently, but the stations are being denuded of the human beings who used to be there to offer assistance. This measure will do nothing to help that position. In fact, it will make matters worse.",RIGHTS
"They cannot simultaneously say that this is an horrendous piece of legislation that will stop all strike action while also saying that it will have no effect. The hon. Gentleman should choose one line of argument or the other. Teachers would certainly be subject to the legislation, and their last strike would have been affected by measures such as these.",RIGHTS
"People join unions for a variety of reasons, but they often do not wish to give money to the Labour party. There should be a simple principle that if a union wishes to give the party money, its members should be able actively to choose to do so, in much the same way as if they were making a direct donation to the party. I see no unfairness in that. I am simply saying that if people support the Labour party, they should be able to choose to give it money.",POLIT
"Thirdly, the Bill works to redress the balance between striking and non-striking workers through the proposals to minimise the disruption caused by strike action. It is perfectly sensible to require 14 daysí notice of a strike. It would also be sensible, for example, that if the teachers at my daughterís school were to go on strike, agency workers could be brought in so that my childrenís education would not be disrupted.",BALANC
"Similarly, it would be  sensible to bring in agency workers so that commuters from my constituency would not be disrupted by a transport strike. That would not be cost-free to the employer, who would have to pay high rates to employ agency workers at short notice.",REPLIC
"Interestingly, given where the Labour party is at this stage, Labour Members have a choice: are they going to embrace the modern world and be on the side of workersópeople in their constituencies who go out to work every day and do not want to be disrupted óor are they going to go back to the same old arguments that we thought had been settled 20 or 30 years ago? Interestingly, the measures taken then have never been repealed by the Labour party. I am absolutely clear which side I am on and which side the Conservative party is on. We are on the side of ordinary, hard-working people, while maintaining the right to strike. That is why I shall be voting in favour of this legislation.",BALANC
"I also come here, however, as someone who knows that the most challenging situations and all the difficult discussions were entirely more productive and more effective, and carried more weight, because they were dealt with in partnership with trade unions. I did not always agree with my trade union counterparts, and they certainly did not always agree with me, but that is surely the point: sometimes there will be different perspectives, and that is entirely healthy and appropriate. It is clear that when tough decisions have to be made, communication is the key to an effective and productive workplace culture. We do need to accept, however, that occasionally we will not agree, no matter how much discussion we have hadóthat is a fact of lifeóand no Bill will make employers and staff agree on everything.",RELATE
"What this Bill will do is: ensure that any disagreement is squashed by management, without any constructive dialogue, render any dialogue that there is futile, and ensure that the important and constructive voices of staff are lost, drowned in a welter of arguments about  minutiae of process or brushed aside. This Bill is a recipe for turning disagreement into conflict, and for escalating a short-term problem into a fundamental break in relationships in the workplace.",RELATE
"Interfering in the employment relationship with this restrictive and provocative Bill is a backward step. It appears to be driven more by ideology, and by malice towards trade unions and their members, than by any desire to improve industrial relations",POLIT
We have already heard about the leading academics in industrial relations who wrote to the newspapers describing the proposals as ìdraconianî and ìperverseî.,JUST
"They recognise the positive contributions of unions to performance, improvement and innovation in the workplace, and they decry the Governmentís proposals as undermining the ability of unions to protect terms and conditions, and leading to the loss of employee voice.",AUTONOMY
"They are right to point out that this Bill will also have an impact on those who are not members of trade unions. They say that

ìit will feed into the labour market by increasing endemic low pay and insecure terms and conditions of employment among non-unionised workers.î",ECONOMIC
"Even the Chancellor is now persuaded that low pay is a problem that we have to grapple with, so we must wonder why the Government are so keen to introduce this Bill.",REPLIC
"If they were serious about looking at the relationships between employees and their representatives, they would focus on how to engage and involve employees and unions in increasing productivity, through fairer and supportive rights for workers.",RELATE
"If we look at the current levels of industrial action, as summarised by the Library, we see that it is difficult to fathom what reasons, other than ideological ones, the Government can possibly have for seeking to make these changes. ",POLIT
"The Government sell themselves as being interested in productivity and business, but these proposals run entirely contrary to that ethos. The Bill introduces unnecessary new and complex bureaucracy: it will increase costs for unions and employers, as legal disputes develop, and it undermines social justice.",AUTONOMY
The issues that affect people in a strike come from a breakdown in a partnership between those who operate businesses and the people who work within them. ,RELATE
"In the last four years of the last millenniumó1996 to 1999óthere were 199,000 days lost from private sector strikes, compared with 278,000 from public sector strikes. In the past four yearsó2010 to 2014óthe number for the private sector had more than halved, to 74,000, whereas the figure for the public sector had more than doubled, to 573,000. Something in this consensus is working in the private sector but not working so well in the public sector. A particular issue is that in three of the past five years one area of the public sector, education, accounted for more than 50% of public sector strikes.",ADEQ
"First, on the issue of the 40% additional threshold, I am pleased that the Government are looking at consultation, but the points made about the ability of the union leadership to control and minimise wildcat strikes do carry quite a weight. It would be interesting for the Minister to consider whether the notice period of 14 days before strike action will achieve most of the goals that are seen as required for that 40% threshold. May I encourage the Minister to include in clause 6(1), on information to the certification officer, a provision about the outcome of the industrial action? That information is useful for members, too. If they are asked to go on strike, they should know what the consequence of the strike wasówhat they achieved by itóso they can see whether such action is playing a good role.",REPLIC
"There are extensive new roles for the certification officer, and business would like to be assured that this will not lead to additional disclosure requirements on business in the future. An industrial dispute still has two sides, one may be out on strike but the other side is dealing with that strike. We are placing information requirements on the trade union, but will there be a need for any similar information requirements on or disclosure by business?",ADEQ
"will the ministerial team listen carefully to the points that have been made, because we do not want trade unionists going about their business in towns across the country inadvertently finding themselves criminalised? I am sure that that, on its own, would undermine the consensus.",RELATE
"This is a Bill of naked discrimination against the trade unions, designed to cut the funding of the Labour party severely and, thus, to entrench the Tory party in power, as well as to make it almost impossible to strike in certain industrial sectors.",POLIT
"However, it is worth quoting the stated purposes of the Bill, which the Government pretend are their motives. The first is to

ìpursue our ambition to become the most prosperous major economy in the world by 2030î.

That is beyond satire. The truth is that after seven years of austerity following the great crash wages are still 6% below pre-crash levels, productivity is flat, the FTSE 100 companies are not investing and household debt is now tipping £2 trillion. The idea that after this Bill we will be overtaking Germany and the United States in the next 15 years is ludicrous.
",ECONOMIC
"The Governmentís second ìreasonî for this Bill is to

ìensure hardworking people are not disrupted by little-supported strike actionî.

The best answer to that was that given by The Times commentator, Philip Collins, on the day the Bill was presented, on 15 July. He said:

ìStrike action, fox hunting, the BBC, Europe, migrant benefits. The Tory ability to identify things that are not problems, then attack them.î",BALANC
"The truth is that the number of days lost to strike action now is less than one tenth of what it was in the 1980s. Of far greater importance to the state of the economy is the chronic underinvestment in skills. This Bill, while obnoxious, is utterly irrelevant to the key problems of this country. The tube workers aside, only teachers and firefighters have caused any real national concern since 2010, and even they normally did so only one day at a time. Even the resistance of the National Union of Rail, Maritime and Transport Workers to plans for keeping the underground open all night are not that unreasonable. Night shifts are unsociable, unhealthy and potentially dangerous as they lead to over-tiredness. But the central point here is not acknowledged in the Bill. The Government seem to believe that whenever a strike occurs, it is always the fault of the workers irrespective of what the employer has done.",RELATE
"It is true that most employers are probably decent and reasonable, but there are a distinct minority of them who are intransigent and who behave thoroughly unreasonably and badly. To penalise and intimidate workers in such cases, when it is the employer who has overwhelmingly caused the breakdown in industrial relations, is wholly unfair and wrong.",RELATE
"The last thing that the workers want to do is to go on strike, but when they have genuine, reasonable and pressing demands over such essential issues such as job losses, safety problems and pay, and those demands are swept to one side, as they often are, with little or no negotiation, they have no alternative but to take industrial action. To blame and penalise them and not bad management, as the Tory party and its pals in the media automatically do, is a total charade.",RELATE
"The conditions for industrial action are prohibitive. The net effect of all these measures is to make it impossible to strike.
",ACCESS
"Today, we see that those on the left are at it again. They love a revolution, but this time they could not even convince their Front-Bench Membersówell, they are on the Front Bench nowóto follow them.",POLIT
"Saturdayís leadership election result underlined the fact that the policies of Labourís new Front-Bench team are a clear threat not only to our national security but to our economic recovery. With the increase in union influence that will inevitably follow, this Trade Union Bill will be more relevant than ever before, and I commend the foresight of those Ministers who drafted it.",ECONOMIC
"The reforms before us will help and support regular union members who come up against the worst excesses of those on the left who put firebrand politics first.
",POLIT
"We on the Conservative Benches pledged in our manifesto to tackle this issue, and I am pleased that the Conservative Government have put this Bill before the House so speedily. Clause 2 introduces a 50% voting threshold, which is essential to ensure that a small vocal minority is not able to exert undue influence in often quite tense industrial disputes.",REPLIC
"It is right that there is a second test, particularly in the more essential public services. Disproportionate disruption can be caused to people who have no say in the calling of that strike. It is important that we ensure that the rights of those who use the serviceóthe publicóare taken into account just as much as those who are calling the strike, particularly given the recent tube strikes.",BALANC
"The right hon. Member for Kingston upon Hull West and Hessle (Alan Johnson) talked about inconvenience of the strike, but the truth was that there was massive disruption that cost tens, if not hundreds, of millions of pounds. Such things need to be borne in the mind and dealt with, which is what this Bill seeks to do.",BALANC
"We need to look at minimum service levels. I understand that the Government are looking at the experiences in Italy and Spain, and I encourage them to take that matter forward. It is positive too that we are looking to end the ban on using agency workers. We must ensure that public services are provided for those who have paid for themóthe taxpayer. This Bill will help to take our economy forward, and for that reason it has my full support this evening.",ECONOMIC
I declare my interest as a member of Unite the union. The Bill exposes the Governmentís self-appointed title as the workersí party and their claim to be the party for working people as little more than empty rhetoric devised by the spin doctors at Tory HQ. It is a total misnomer to claim to be the party for working people while simultaneously steamrolling over those very workersí democratic rights and civil liberties,POLIT
"ìTrade unions have been an essential force for social progress, without which a semblance of a decent and humane society is impossible under capitalism.î

The trade union movement in the UK, independent of the Labour party and with the Labour party, is responsible for the fundamental gains of working people, many of which we now take for granted, including the weekend, maternity leave, the national health service and the national minimum wage.",JUST
The role of trade unions in society as a counterweight to the pressures of capital is essential for the protection of decent standards of living as well as a driver of economic growth. ,ECONOMIC
"The Government are carrying out this attack on trade unions not for practical reasons supported by evidence, but out of their ideological commitment to fighting the battles of generations past and to pursuing their mission to weaken and destroy the labour and trade union movement.",POLIT
"Let us make no mistake about it, the purpose of requiring union members to opt in to political funds is to attack and damage the finances of the Labour party so as to make the Conservative partyís financial advantage even greater than it already is. If this Bill passes, it would break a long-standing consensus in British politics that the Government should not introduce partisan legislation unfairly to disadvantage other political parties.",POLIT
"Even Margaret Thatcher, a Prime Minister whose term was defined by her opposition to the trade union movement, considered the proposals such as the ones set out in this Bill to be too extreme. She said that

ìlegislation on this subject, which would affect the funding of the Labour party, would create great unease and should not be entered into lightly.î",COMPAR
These proposals are so unreasonable and extreme that they will undoubtedly raise the serious prospect of legal challenge. The interference of the state in the affairs of trade unions is counter to article 11 of the European convention on human rights. We are signatories to the European social charter and as a nation we agreed in article 5 that our national laws would not restrict the freedom of workers to form and join organisations for the protection of their economic and social interests. The Bill directly contravenes our countryís commitment under the charter.,LEGAL
"Our rights were not handed down from above, they were fought for tooth and nail, often against Conservative Governments. Government Members should be aware that those rights will not be given up easily. If the Government continue with their authoritarian plan to abuse their time in office by attacking our democratic rights, they would be wise to remember that for every action there is a reaction.",RIGHTS
"This is a vindictive Bill that is designed not to address a social, moral or economic priority, but to fundamentally damage political opposition. It is more than a step too far.",POLIT
"It is worth remembering, of course, that many of those functions are now fulfilled by Parliament, it has legislated for a national minimum wage, provision for sickness and holiday payments, protection against unfair dismissal and so on. Therefore, many of the injustices that trade unions quite rightly fought against at the outset have now been dealt with by Parliament.",ADEQ
"I want to emphasise that the right to strike and the right for trade unions to operate are in no way threatened by the Bill. The right to strike will still exist, as it absolutely should.",RIGHTS
"The hon. Member for Middlesbrough and the right hon. Member for Kingston upon Hull West and Hessle (Alan Johnson) both asked the question, ìWhat is the purpose of this legislation?î Its principal purpose is to protect people who suffer when strikes take place.",BALANC
"Let me quote a lady from Stoke-on-Trent who runs a hairdressing salon and has a child:

ìIt isnít fair on parents, who could be missing out on a dayís pay by not working when teachers strike.î
",BALANC
