text,concept,person
"There appears to be no requirement for the union member to have any particular interest in the order. It is like saying to a Tesco Clubcard member, �You can collect a fine imposed by the Office of Fair Trading.� What perceived problem is that provision intended to deal with? Is the certification officer not capable of enforcing his own orders? The Bill imposes a whole new layer of bureaucracy and burdens on trade unions. Whatever happened to the red tape challenge?",ENFORCE,Justin Madders
"Let me end by saying that there is absolutely nothing in the Bill that we can commend. There is nothing in it to tackle the industrial relations challenges that we face, and nothing to protect centuries-old principles of justice and confidentiality. Instead, we have been presented with a cynical and pernicious Bill that should be consigned to the dark recesses of prejudice whence it came.",JUST,Justin Madders
"It is through that prism that I look at the Bill, which cannot be considered in isolation, but must be seen in the context of so many other proposals from this and the previous Government. The list is depressing. Other members have mentioned the gagging Act but, as a former BBC journalist, I am also alarmed to see public broadcasting under attack in favour of its politicised, corporate-owned and Conservative-supporting rivals.",POLIT,Clive Lewis
"There are the devastating cuts to legal aid and the restrictions on judicial review, undermining the fundamental principle of universal access to the law.",ACCESS,Clive Lewis
"The snoopers charter is extending the power of the state to scrutinise us, while our powers to scrutinise the state are watered down by the freedom of information �review�.",ACCESS,Clive Lewis
"There is the plan to repeal the Human Rights Act, a great achievement of the last Labour Government. Perhaps most perniciously, there are the fundamental attacks on our democracy: more appointments to the other place, millions disfranchised, and boundaries fixed in favour of this Government�s own party. Quite simply, this Bill is part of the same agenda.
",POLIT,Clive Lewis
"The rights to freedom of assembly, freedom of association and freedom of expression are all enshrined in the convention on human rights, and all are undermined by this Bill.",LEGAL,Clive Lewis
"In 1947, Churchill, hardly a militant socialist, acknowledged that

�the right of individual labouring men and women to adjust their wages and conditions by collective bargaining, including the right to strike�

were �pillars� of British life, but today�s Conservative party apparently wants to demolish those pillars.",COLLECTIVE,Clive Lewis
"Those who seek justice at work will be tracked and treated like criminals, their social media monitored and their details shared with police. Those who protest will be forced to wear identifying marks and carry letters of authorisation.",JUST,Clive Lewis
"This is an attack not just on workers� rights, but on our most basic and fundamental human rights. As Liberty has said:

�Applied to any type of protest these proposals would be a mark of an authoritarian and controlling Government.�",JUST,Clive Lewis
"Not only does this Bill have the wrong answers, but it is not even asking the right questions. It shows that the powerful now wish to hold the powerless to account.
",POWER,Clive Lewis
"This Bill fails all four tests. The three clearest examples are: treating abstentions as no votes, which is clearly against the international standard and the international norm, putting greater restrictions on public services, a category drawn much more broadly than the international community would permit, and the unjustifiable restrictions on rights of protest both in picketing and away from picketing.",LEGAL,Keir Starmer
"So this is not only a blow for trade unions and trade unionism, it is also a blow for human rights and civil liberties, and that is why we must vote against it.",JUST,Keir Starmer
"Then, of course, I realised that it was all a charade, a fabrication concocted by the Conservative public relations machine to mask the true intent of these proposals. No matter how many crocodile anecdotes and weasel words they come up with, the truth is that this is an anti-trade union Bill.",POLIT,Tommy Sheppard
"Why the requirement for 40%, we might ask. That is simply the result of a calculation by the Government that, when opinion is divided, a union will have to have participation levels of 80% or more. They rightly think that that will be very difficult to obtain, and of course they are doing nothing to improve participation through e-balloting or other contemporary mechanisms. This is simply a ploy to prevent people from going on strike.",POLIT,Tommy Sheppard
"Given the way in which the Government talk about check-off and facility agreements, anyone would think that those were statutory requirements from which employers needed to be freed. They are, however, voluntary  arrangements that are freely entered into between employers and employees. If I am running a business, what right do this Government have to tell me how I should consult and involve my employees in that business?",POWER,Tommy Sheppard
Then there is the four-month expiry of mandate clause. Let us be clear: that is nothing other than a licence for bad employers to sit it out and wait for the mandate to expire. They can watch the clock ticking down and in the meantime bring in agency labour to undermine the union that has gone on strike.,RELATE,Tommy Sheppard
"Every clause in the Bill has been designed to make it harder for ordinary people to organise themselves at work and to advance and defend their rights, and to make it harder for their national organisations to operate on their behalf. That is why Scottish National party Members oppose these proposals completely.",COLLECTIVE,Tommy Sheppard
My final question is: why now? What great industrial crisis exists in Britain today that requires this Bill to be at the epicentre of the Government�s legislative programme? There is none.,ADEQ,Tommy Sheppard
"The truth is that this is not about making Britain better or about running things better, it is about satisfying a blood lust inside the Conservative party. These are the most vindictive, narrow-minded and reactionary proposals that we have seen in this House, and we should reject them completely.
",POLIT,Tommy Sheppard
"As a trade unionist, I knew that taking strike action was a last resort, and not one that any of us wanted to take, but when all else fails, that is what is left. Without it, the bad bosses would not want to negotiate in the first place.",COLLECTIVE,Paula Sherriff
"Does she agree therefore that it is fundamentally wrong that the Government should have an agenda that is designed, in effect, to bankrupt the Labour party and therefore break the voice of working people in Parliament?
",AUTONOMY,Jack Dromey
" This Bill, like so many others, rips up the constitution in favour of a naked political attack. It is an attack on the ability of trade unions and their members to have a say in politics, just at the time when it has never been more important that working people have a voice.
",POLIT,Paula Sherriff
"There is no real wrong that this Bill is trying to right. It is not about high principle, just low politics.",POLIT,Paula Sherriff
"I am not ashamed of the trade unions� political work. They are part of our democracy, not a barrier to it. Working people in my constituency need a voice more than ever",AUTONOMY,Paula Sherriff
"I rise to oppose this anti-trade union Bill. Should we be surprised by it, for have not the powerful always sought to take power from those people who get on and build our country?",POWER,Rachael Maskell
"Against this adversary�against the crushing hand of bad employers or the state�men and women have organised, and nothing will stop their spirit in fighting for justice and making sure that they have better rights for the future.",JUST,Rachael Maskell
"This Bill sets out to rob these people of those basic human rights, making it almost impossible for workers to exercise their right to take action, as detailed ballots are already so difficult to implement.",RIGHTS,Rachael Maskell
"From talking to so many employers, particularly in the public sector, I know how they struggle to implement the current legislation on industrial ballots. One employer has 250 workplaces and has to know the jobs taking place in them and the grades involved. Obviously, as they do not know where their staff are, they struggle with the legislation.",CREATE,Rachael Maskell
"The Government are now introducing more bureaucracy for employers, wasting more of the employers� resources.",ECONOMIC,Rachael Maskell
"The advanced details that the Bill introduces deal with things such as the dispute plan, which interrupts industrial relations. That should be the subject we are debating today: how we create good industrial relations, and how we resolve the disputes and solve the real challenges facing workers at this time.",RELATE,Rachael Maskell
"We have more days of strike action in the public sector, because the Government are using it as a tool against workers. But workers are responsible, they stand up for their rights and they always will. This piece of legislation should be ditched, so that it will not harm our members.
",RELATE,Rachael Maskell
"I am very well aware that I stand on the shoulders of giants from the generations that have gone before me and fought for my rights in the workplace�the rights for a weekend, for maternity pay and for sick pay. Those rights make workers more productive and happy. If those on the Government Benches are serious about protecting and growing our economy, they would take trade unions seriously as a partner and strengthen their rights, not remove them.",ECONOMIC,Cat Smith
"I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so.
",REPLIC,Cat Smith
"I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so.
",,Cat Smith
The thresholds proposed in the Bill are a hypocrisy. Why should we apply a higher standard to working people who wish to organise unions in this country than we apply to ourselves? I would not be serving in this House today if I had been expected to meet the thresholds  that have been proposed for our trade unions.,CREATE,Cat Smith
"It is an attack on civil liberties. As has been mentioned, article 11 of the European convention on human rights states:

�Everyone has the right to freedom of peaceful assembly and to freedom of association, including the right to form and join trade unions��

for the protection of their interests. This Bill puts a restriction on people�s rights, and I note that the briefing note sent to MPs from Liberty supports that view.",AUTONOMY,Cat Smith
" It is a sorry state of affairs that the Government cannot see the huge economic benefits of trade union membership and strong trade unions. Looking at the relationship between two major economic trends since the 1970s, namely declining union membership and a shrinking share of wages and salaries in national income, it becomes clear that the UK has paid a heavy economic price for years of labour market deregulation and anti-union policies.",ECONOMIC,Cat Smith
"The UK is wages-led: it is wages, not profits, that drive growth in our economy. If profit shares go up, as has been the case for the past four decades, demand actually decreases. A 1% increase in the profit share leads to a 0.13% decrease in demand, which is a loss of �2.21 billion to the economy at today�s levels.",ECONOMIC,Cat Smith
"The role of trade unions in ensuring a successful economy must be recognised if the damaging decline in the portion of national income going to wages is to be reversed. It is for that reason that I will oppose this Bill this evening, and I urge Government Members to do the same.",ECONOMIC,Cat Smith
"This Bill goes against the best traditions of the Conservative party. If its members believe in free markets, they must surely believe in free labour. Perhaps that is why, in 1948, Winston Churchill opposed attempts to politicise the attacks on party political funding and the funding of a Labour party. Perhaps that is also why, in 1984, Margaret Thatcher said that the Conservative party should tread with caution before behaving in such a partisan way.",POLIT,Wes Streeting
This Bill does two things: it attacks the freedoms and liberties of working people and it makes a partisan attack on the funding of Her Majesty�s Opposition.,POLIT,Wes Streeting
"The Government say that they want to give trade unions more democratic legitimacy, but this is, in fact, about delegitimising trade unions, increasing the threshold they need in order to go on strike but  resisting their modernising calls to introduce electronic ballots.",AUTONOMY,Wes Streeting
"The Government pretend that commuters in Ilford North and across London will no longer be affected by tube strikes, but the transport unions do meet the threshold, so this is not an attack on tube drivers going on strike, it is an attack on midwives, dinnerladies and other low-paid public sector workers who have the temerity to take on this Government.",POLIT,Wes Streeting
"This is the Prime Minister who gags civil society, presiding over a Government who would have police officers taking the names of people on the picket lines when they should be out arresting criminals.",AUTONOMY,Wes Streeting
"They think that this is purely about the funding of our party, but it is not, it is about values and belief in democracy, equality, collectivism and social justice. Those are the values of the real party of the workers, and that is why I oppose this Bill.",JUST,Wes Streeting
"Trade unions are key social partners that play an important role in our society through effective democracy and by helping to ensure good employment practices, which directly promote economic competitiveness and social justice in wider society.",ECONOMIC,Lisa Cameron
"Despite what some Members assert, the daily business of unions is not taken up with organising industrial action. They represent their members in many ways, ensuring healthy and safe workplaces, delivering learning opportunities and bargaining collectively to ensure that pay keeps pace with the cost of living, the benefits of which are also experienced by non-union members.",COLLECTIVE,Lisa Cameron
"The Scottish Trades Union Congress reports that international evidence clearly indicates that where unions are able to negotiate collectively with employers, wages are fairer and, as a direct consequence, societies are more equal.",COLLECTIVE,Lisa Cameron
"However, the right to withdraw labour as a last resort is a fundamental human right and a hallmark of any free and democratic society. It is safeguarded by a wide range of international treaties, including the European social charter and the European convention on human rights.
",RIGHTS,Lisa Cameron
"There are profound concerns that the right to strike is being put at risk, as the new restrictions will make it so difficult to undertake efficient industrial action that it is, in effect, being legislated out of existence. The Bill would introduce a 50% turnout threshold in all industrial action ballots. In addition, for important public services  it would also impose a requirement that 40% of the entire membership must vote in favour, which amounts to 80% of those voting on a 50% turnout. Under those measures, nearly half of all strikes since 1997 would now be illegal.",ACCESS,Lisa Cameron
"The Bill proposes restrictions on picketing activities, even though, as highlighted by civil rights groups, pickets are already more regulated than any other kind of protest. The certification officer will be given powers to investigate unions and access membership lists, even if no one has complained about the union�s activities.",AUTONOMY,Lisa Cameron
I hope they succeed in convincing some of their colleagues that with the measures in this Bill they are grossly overreaching themselves.,CREATE,Melanie Onn
"The hon. Member for Bexhill and Battle (Huw Merriman), who is not in his place, seemed to have misunderstood some of the provisions in the Bill. He made the incorrect assumption that there is something along the lines of automatic registration for trade union membership or for political party membership as a result of that trade union membership. If someone opts in to a political fund, check-off happens when they have already signed up to be a member of a trade union, and there is automatic payment through their salary. It is important that somebody who is going to contribute to a debate understands the fundamentals of what they are talking about.",ADEQ,Melanie Onn
"As we have heard, trade union members are cleaners, carers and drivers who simply want to get on with their jobs safely without fear of discrimination and to be rightly rewarded for it. This Bill singles those people out with armbands and authorisation documents.",AUTONOMY,Melanie Onn
"hey are the people who care for our elderly, keep our streets clean, and mend our roads, and do not want to take industrial action�it is always the last resort. They have benefited from years of striving for rights and freedoms, and it is right that they should feel free to belong to a trade union without fear of reprisals or judgments against their character. This is now under threat through demonising them and suggesting they are prone to criminal behaviour by virtue of their trade union membership.
",AUTONOMY,Melanie Onn
"It is perverse to claim to support trade unions with one breath and then to support this regressive Bill with  another. It is already difficult to arrange a strike, with indicative ballots. My union has a 50-page document to guide people through the process of securing a ballot.",ADEQ,Melanie Onn
"I remind Conservative Members that the Financial Times says today that instead of restricting unions,

�more worker bargaining power would restore some overdue wage growth�.
",REPLIC,Melanie Onn
The right to strike is one of the fundamental rights on which civil society is based. It encapsulates the rights of freedom of assembly and protest for which generations of men and women have fought and struggled. The establishment and defence of these rights is one of the most vital threads in our national story.,COLLECTIVE,Harry Harpham
"By introducing this Bill, the Secretary of State has reminded us that that struggle is not confined to the history books. If the measures laid out in it are enacted, it will be an unprecedented blow to our civil liberties.",AUTONOMY,Harry Harpham
"It is a nakedly ideological attack on basic freedoms by Conservative Ministers whose aim is to silence opposition and secure political advantage. Reading the Bill, one might think that Britain was paralysed by industrial unrest, with strikes threatening to bring the economy to a grinding halt. Nothing could be further from the truth.",POLIT,Harry Harpham
"Strikes are a symptom of poor industrial relations, not a cause.",RELATE,Harry Harpham
"Everyone knows there is no love lost between the Tory party and the trade union movement, but for the Government to play politics with some of the basic rights of those who have a difference of opinion with them, just because they can, is, frankly, an abuse of power.",POWER,Harry Harpham
British industrial relations law is already among the most comprehensive and most restrictive in Europe.,ADEQ,Harry Harpham
"This Bill seeks to refashion that framework into a set of shackles, leaving unions unable to perform the functions for which they exist.",AUTONOMY,Harry Harpham
"This Bill has been described as illiberal, pernicious, ridiculous, ludicrous and absurd. It represents nothing more or less than the curtailment of the civil rights of trade union members and the Government silencing those who oppose them. Britain�s low strike rate shows that the current legal framework allows principles to be put into practice. I urge Conservative Members to think very carefully before they cast that aside for political gain.",POLIT,Harry Harpham
"As others have noted, the ability to form a union and carry out industrial action are basic rights in a democratic society. I am very concerned that the Government have introduced a Bill that seeks to undermine such fundamental rights.
",COLLECTIVE,Kate Osamor
"As a trade unionist, I know that, if passed, this Bill will make it much more difficult for workers to raise concerns over safety, working conditions and pay.",ACCESS,Kate Osamor
"I am particularly concerned about the impact it will have on women in the workplace. We already know that women are systematically discriminated against in the labour market. Women already comprise the majority of those on the minimum wage and are more likely to be in insecure and low-paid jobs such as catering, cleaning and clerical work. Women are, on average, paid less than men and are more likely to be in in-work poverty.",REPLIC,Kate Osamor
"It is also important to remember that women have borne a higher share of the burden of this Government�s austerity policies than men. Women have already suffered more from welfare cuts and pay freezes, and I am concerned that this Bill will make those inequalities much worse.",ADEQ,Kate Osamor
The Bill�s impact assessment totally fails to account for the disproportionate effect the Bill will have on women workers.,REPLIC,Kate Osamor
"The reality is that trade unions are one of the best tools in the struggle for gender equality, and attacks on union rights will damage the struggle for equality in the workplace.",COLLECTIVE,Kate Osamor
"Indeed, Government statistics on trade union membership have found that women workers who are in a trade union have a pay premium of 30%. That is no surprise when one remembers that the very purpose of much industrial action is to achieve gender equality in the workplace. If the Government restrict the rights of workers to organise, that will clearly have a negative effect on the struggle for pay equality.",ACCESS,Kate Osamor
"Unionised workplaces are also more likely to have good policies on flexible working and maternity pay, as well as better support for those returning to work after pregnancy. By making it harder for workers to organise at work, this Bill will have a negative impact on all those areas, leading to further discrimination against women in work.",COLLECTIVE,Kate Osamor
The Bill�s new strike ballot threshold will also affect women more than men.,CREATE,Kate Osamor
"On the increased threshold, I am sure my hon. Friend is as concerned as I am that it is not being made easier for workers to cast their votes through electronic balloting. Why does she think the Government will not agree to it?
",REPLIC,Wes Streeting
"The Bill�s higher ballot threshold for essential services will disproportionately affect women, as they are much more likely to be employed in those sectors. Research by the TUC suggests that nearly three quarters�73%�of the trade union members working in important public services are women. Do the Government not understand that reducing the rights of those women at work will only increase the gender pay gap and worsen discrimination in the workplace?
",REPLIC,Kate Osamor
This is a regressive Bill that threatens to undermine basic civil rights and reverse progress in achieving workplace equality. I urge Members on both sides of the House who do not want to see that progress reversed to vote against the Bill.,AUTONOMY,Kate Osamor
"What the Bill in fact offers, contrary to what we have heard from Opposition Members, is a set of protections for two sets of working people: those who utterly depend on public services for their everyday lives and those who work in public services and find that they are often engaged in pointless, costly strike action because of the actions of a politically motivated minority.",POLIT,Boris Johnson
"I agree with everything in the Bill as proposed. It cannot be right that it is still possible to have a strike on the basis of a ballot that took place many months or, indeed, years ago. It is still technically possible to have a strike without a fresh ballot upon the removal of guards from the underground, a piece of modernisation that took place in the 1990s. It is utterly wrong that public workers should be subject to intimidation� sometimes reduced to tears�on the picket line or elsewhere. It is high time that that code of practice was put into law. Clauses 2 and 3 take us furthest and offer the greatest hope.
",CREATE,Boris Johnson
"Some kind of disruptive industrial action, bad enough to wreck one�s day, can take place on the basis of a tiny number of the workforce. To take a by no means untypical example, a strike was recently mooted upon the dismissal of an employee who had consistently failed to turn up for work, and a ballot was held by the National Union of Rail, Maritime and Transport Workers. Fifty-four people were balloted. Of those, only 14 could be bothered to vote. Five voted for a strike and nine for action short of a strike. Yet, as a result of the vote�26% of the relevant electorate�people�s lives were disrupted during that day. People did not turn up to work. The London economy suffered. There was disruption.",ECONOMIC,Boris Johnson
"As a result of intimidatory behaviour, we have seen strikes triggered by a tiny minority that have caused far worse disruption, inconveniencing and causing misery for millions",JUST,Boris Johnson
"To those who say that we politicians have no cause to set thresholds, let me remind you that in America, the land of the free, 39 states have banned strikes by mass transit workers.
",COMPAR,Boris Johnson
We are seeing a tiny minority of workers taking decisions that inconvenience the lives of millions. He will know the huge economic cost of those decisions.,ECONOMIC,Boris Johnson
"This is an excellent Bill�a serious, sensible Bill. It has been striking that not a single Labour Member has stood up during this debate to condemn the strikes that are caused by a tiny minority of the workforce. Not a single one of them has condemned it. That tells us all we need to know about the Labour party. It no longer speaks for the working people of this country.",CREATE,Boris Johnson
"Like many Members�although I am not sure about the previous speaker�I have had thousands of conversations with constituents over the past year, including, in my city of Cambridge, at 30 or 40 hustings during the general election, and to my recollection not once were the issues addressed in the Bill raised, not even by my opponents, including those who tried to paint my employment by Unison for a dozen years as something of which I should be ashamed.",ADEQ,Daniel Zeichner
"Reading the Bill, I have a strong sense that those drafting it do not understand how the system works, and I urge Government Members to think through the unintended consequences. Thanks to previous Conservative legislation, unions have been forced to maintain political funds to carry out their mainstream functions. Unison�s predecessor union, the National and Local Government Officers� Association, famously had to do that to campaign on behalf of its members just for public services�core union business. Yet the Bill muddles maintaining the political fund with links to the Labour party, and in attacking the latter muddies the waters still further.",ADEQ,Daniel Zeichner
"The Bill will only add greater uncertainty to what can and cannot be done and, in my view, is likely to lead to greater politicisation, not less.",POLIT,Daniel Zeichner
" The Government are now doing exactly that, legislating to party advantage, meaning that the next Government will feel they have the right to do the same. The country deserves better than such tit-for-tat playground politics. This is a mean-spirited Bill. The Conservative party won the election and took the spoils, but with this Bill it reveals its weakness, not its strength.",POLIT,Daniel Zeichner
"As a former council leader, I know from experience that the role of trade unions has been nothing but positive and constructive, especially during this time of massive cuts in local government.",COLLECTIVE,Peter Dowd
"There is little, if any, evidence to back up the Government�s claim that trade unions are so disruptive that more legislation is needed, but it is the reserve clause�clause 13�that is particularly odd. It gives power to the Secretary of State or a Minister to determine whether a union rep, say in Carlisle, has had too much facility time off.",POWER,Peter Dowd
"The hon. Member for Elmet and Rothwell (Alec Shelbrooke) urged a rethink on agency workers. The right hon. Member for Haltemprice and Howden (Mr Davis), who had already told us that parts of the Bill were reminiscent of Franco, rightly spoke about the serious restrictions on freedom of association and the risk of judicial review.",LEGAL,Stephen Doughty
"He told us clearly that we must not erode fundamental rights and liberties. The hon. Member for Bedford (Richard Fuller), in another excellent speech, raised concerns over the new notice periods, the role of the certification officer, which is set to expand massively, and the risk of inadvertent criminalisation.",AUTONOMY,Stephen Doughty
"The hon. Member for Stafford (Jeremy Lefroy), in yet another excellent speech, told us: �I cannot see what the problem is with check-off�.

He also pointed out that he cannot see the problem with electronic voting. He criticised the civil liberties aspects of the Bill and argued for a sensible, consensual and, if I may say so, Churchillian approach to political funding, which the Conservative party�at least, those on the Treasury Bench�seems to have abandoned.",REPLIC,Stephen Doughty
"I have no hesitation in describing the Bill as one of the greatest threats to the activities of trade unions and ordinary working people up and down this country, and one of the greatest threats to hard-won and fundamental civil liberties in a generation.",AUTONOMY,Stephen Doughty
"The Bill breaches long-established rights to strike, protest and take industrial action. It introduces pernicious measures and the potential for wide-ranging further restrictions and powers in secondary legislation that, as many hon. Members pointed out, we have yet to see.",AUTONOMY,Stephen Doughty
The provisions on social media are simply absurd. Why on earth would we want the police to spend time establishing whether trade union members have said things two or three weeks in advance of action? The police have to spend enough time tackling extremists and criminals who are using social media.,COURTS,Stephen Doughty
"Importantly�I am a Welsh MP�we have heard that the Bill breaches the devolution settlement with far-reaching consequences for relationships and public policy in wholly devolved areas such as health and education, whether in Wales or Scotland, let alone at the level of local authorities in England or London.",LEGAL,Stephen Doughty
The Bill potentially puts the Government in breach of international conventions and European law. It breaches established conventions on the funding of political parties and political campaigning.,LEGAL,Stephen Doughty
"Does my hon. Friend agree that as the Bill is a fundamental attack on democracy, human rights and trade unions, it will boost Labour party membership by thousands more as people protest against this evil Bill?",JUST,Geraint Davies
"My noble Friends in the other place may be interested to note that the Bill breaches a Conservative manifesto commitment to make provisions regarding only essential public services. �Essential� is the word used in International Labour Organisation conventions, and it has a very narrow definition. Instead, the Bill talks about �important� public services and draws its provisions so wide that as yet unseen powers could apply to nearly every area of publicly funded activity.",POLIT,Stephen Doughty
" The House should not take my word for it or the word of those who have spoken today. Let us listen to the independent Regulatory Policy Committee, which described the Bill as not fit for purpose, to Amnesty, Liberty and the British Institute of Human Rights, which described it as a major attack on civil liberties, and to the Chartered Institute for Personnel and Development, which said:

�We need to see more consultation and�engagement with, the workforce, rather than the introduction of mechanisms that reflect the industrial relations challenges of the 1980s.�",AUTONOMY,Stephen Doughty
"The Bill stands alone as a divisive and offensive piece of legislation, but when viewed alongside the Government�s wider agenda of scrapping the Human Rights Act, introducing fees denying women the chance to sue for equal pay, slashing legal aid, attempting to limit freedom of information and judicial review powers, disfranchising millions through ill-thought-out changes to electoral registration and the Act that has gagged charities and civil society organisations, it is deeply sinister and it should sound the alarm bell from town to town and city to city across this nation of hard-won liberties in the year we celebrate the anniversary of Magna Carta.",JUST,Stephen Doughty
"What problem does the Bill seek to solve? This is not a Bill designed to increase democracy, transparency or the legitimacy of industrial action or  political funding.",REPLIC,Stephen Doughty
"It is nothing more than a naked partisan attempt to prevent scrutiny of the Government and their agenda. Not since the 1970s have we seen such wide-ranging attempts to change industrial relations law, but today we see barely a hundredth of the level of industrial action of those days. The Bill seeks to solve a problem that simply does not exist. Instead, it seeks to drive a false wedge between Government, industry, employees and the public by restricting rights and, at worst, criminalising people making their views known about their pensions, pay, health and safety and many other issues.",JUST,Stephen Doughty
"If the Government are serious about democracy and increasing participation, why are they introducing so many barriers and restrictions while denying trade unions a debate about electronic balloting and secure workplace balloting? If the Government intend to proceed with the Bill, they must bring forward amendments to it.",AUTONOMY,Stephen Doughty
"At the very least, if they are serious about improving democracy, they could introduce a statutory instrument on the powers in the 2004 Act.
",REPLIC,Stephen Doughty
"Today, the Financial Times said:

�Britain does not have a problem with strikes�,

and that the Bill is

�out of proportion�

and contains

�alarming proposals�

that

�threaten basic rights.�",AUTONOMY,Stephen Doughty
" We will oppose the Bill every step of the way and we urge all those who care about our democracy and civil liberties to join us.
",AUTONOMY,Stephen Doughty
"Every 30 years or so, however, public institutions need to be modernised, to become more transparent, more accountable and more responsive. My hon. Friend the Member for Richmond (Yorks) (Rishi Sunak) made the very important point that the biggest threat facing unions is not from the Bill or anything that this House might pass, but from a loss of public trust. It is modernisation that will help them regain it.",CREATE,Nick Boles
The Bill will give union members more information about what unions are doing with their money. It will ensure that diverting a union member�s hard-earned cash to a political cause is done only with their explicit assent.,AUTONOMY,Nick Boles
The Bill will also ask unions to form a direct relationship with individual members as customers of their services by ending the practice of check-off.,CREATE,Nick Boles
"The core purpose of the Bill, however, is bigger than that. The purpose is to strike a fairer balance between the rights of unions and their responsibilities towards the rest of society, especially other working people. It asks union leaders to weigh the costs and benefits of calling a strike ballot carefully and to make sure they win the arguments for action convincingly. It ensures that in future unions will only be able to disrupt other people�s lives if their cause has broad support.",BALANC,Nick Boles
"In British society, we all depend on public services in our daily lives. Parents rely on schools to be open. They cannot put their children into another one if their school is closed by a strike. Patients rely on hospitals to be open. They cannot go elsewhere for the appointment they have waited for anxiously. People rely on trains and buses to get them to work on time. They cannot use another train or bus company if their local service has been shut down by a strike. As the Mayor of London, my hon. Friend the Member for Uxbridge and South Ruislip (Boris Johnson) pointed out, most of the people travelling on public transport are paid much less and work much longer hours than those people driving it.",BALANC,Nick Boles
"As my hon. Friend the Member for Hertsmere (Oliver Dowden) argued so powerfully, it is only reasonable to reassure his constituents, my constituents and those of every hon. Member that a strike that forces them to take a day off or to pay for expensive childcare, that makes them late for work or that makes them miss a long-awaited check-up was the result of a recent vote by a decent proportion of union members and not a vote taken several years ago in which only a small minority supported strike action.",BALANC,Nick Boles
"I would now like to answer some of the points made during the debate. The shadow Secretary of State, the hon. Member for Wallasey (Ms Eagle), who I welcome  to her place, suggested that the Bill gives the Government powers to add new sectors to the ballot provisions by secondary legislation. That is not the case. There is a power to restrict within the existing sectors those groups of employees to whom the threshold should apply and we have consulted on which groups of employers within those six sectors it should apply to, but there is no power to expand it further.",RIGHTS,Nick Boles
"My right hon. Friend the Member for Haltemprice and Howden (Mr Davis) raised some concerns about the picketing code, and those concerns were reflected in other speeches, too. I am a little puzzled by those concerns because the clauses in the Bill on picketing were taken directly, word for word, from the code on picketing, a statutory code that has existed since 1992, which the previous Labour Government made no attempt to amend and which no union has ever written to me to ask me to amend.",COMPL,Nick Boles
"My hon. Friend the Member for Stafford (Jeremy Lefroy) raised the question of e-balloting, and he is right that there is no in-principle objection to the idea of voting online. The objection is practical. In January 2015, the Open Rights Group�I think that it believes in open rights�gave evidence to your Commission on Digital Democracy, Mr Speaker, in which it said:

�Voting is a uniquely difficult question for computer science: the system must verify your eligibility to vote, know whether you have already voted, and allow for audits and recounts. Yet it must always preserve your anonymity and privacy. Currently, there are no practical solutions to this highly complex problem and existing systems are unacceptably flawed.�

If the Opposition can find a practical solution, I look forward to hearing it.",REPLIC,Nick Boles
"My hon. Friend the Member for Hazel Grove (William Wragg) made an important point, with which I entirely agree. In asking public sector bodies to measure the amount of money spent on facility time, we must distinguish between union duties, on which it is entirely proper for union members and union representatives to work, and union activities, in which case it might not be so proper for them to be paid while doing them.",ECONOMIC,Nick Boles
"This once great movement has become a left-wing sect in thrall to union leaders who have become ever more extreme while their membership declines. It falls to us as Conservatives to stand up for working people in every part of this great nation. It is this Conservative Government who are investing in apprenticeships, creating millions of jobs and ensuring that work always pays.",POLIT,Nick Boles
This Trade Union Bill will modernise trade unions to the benefit of everyone in society.,REPLIC,Nick Boles
Strikes (Minimum Service Levels) Bill  Second Reading  Madam Deputy Speaker (Dame Rosie Winterton) I must inform the House that the reasoned amendments have not been selected.,not_statement,
"17:24:00  The Secretary of State for Business, Energy and Industrial Strategy (Grant Shapps) I beg to move, That the Bill be now read a Second time.",not_statement,
"Steve McCabe (Birmingham, Selly Oak) (Lab) Will the Secretary of State give way?",not_statement,
Grant Shapps I will make a little bit of progress first.,not_statement,
"Right now, up and down the country, households are struggling with the repercussions of high inflation caused by covid and Putin’s invasion of Ukraine.",not_statement,
"The UK is not alone in feeling the pressure, which is also felt by many other countries, particularly within the European Union.",not_statement,
"Recently, the Prime Minister outlined the Government’s priorities: to build a better, more secure and more prosperous future, one that this country and our workforce—public or private—fully deserve.",not_statement,
"By halving inflation, growing the economy and getting debt down, we can ensure that our vital public services are fit.",not_statement,
"As the Government get on with those priorities, we also have a duty to protect access to vital public services which, let us not forget, the public are paying for through taxation.",not_statement,
"Jim Shannon (Strangford) (DUP) I understand that at this time many people feel the same, and for those who are toying with this idea, let me say that the ambulance service, nurses and doctors, for example, have been able to ensure that there was an emergency service.",not_statement,
Do the Government really believe that withdrawing the right of a worker to withdraw their labour is what they are about?,not_statement,
"Grant Shapps I always think that people think very carefully about this issue, and they are right to do so.",not_statement,
We are operating within the context of a crisis in global growth.,not_statement,
"The International Monetary Fund states that a third of the world will be in recession this year, caused by Putin’s illegal invasion of Ukraine—[Interruption.",not_statement,
] I am surprised to hear Labour Members yawning and moaning.,not_statement,
Putin invaded Ukraine—[Interruption.,not_statement,
